	baseMean	log2FoldChange	lfcSE	pvalue	padj
RP11-417L19.6	24.112348183283594	1.6412533981331376	0.5133915962690792	0.0001512869770516283	0.001321866971339346
FAM21C	1196.9122549479885	-1.296817043373504	0.38429549524623596	0.00015150318707699817	0.001323058654268306
FAM57A	1044.3564479578522	1.6750422821214688	0.514625938590833	0.00015164037547770013	0.001323559359422264
C10orf32	510.6817638613086	-1.2653490149151128	0.3721320787231345	0.0001518737617557095	0.0013248987374215183
SC22CB-1E7.1	127.14423912635804	3.033582766236455	1.0322746768805915	0.00015226676035975999	0.00132762838135877
CBX6	1650.7725814729874	-1.5600956089724038	0.4795723977351862	0.00015286862175522113	0.001331953917330356
PLAC8	4836.946179595886	-2.4052390091093354	0.7947205183588366	0.0001529235779595576	0.001331953917330356
MTHFD2	1466.4721460798162	1.263467043337977	0.37222757845557614	0.00015422045377349187	0.0013425441288317371
ZNF74	482.5218148506488	1.2032401674395632	0.3526084311304724	0.00015446621155805685	0.0013439776674933294
DPH7	741.1077752930994	1.2670130836091915	0.373514255715882	0.00015476706135726667	0.0013458887943319491
CEBPB	2207.473486644923	1.9656418866938532	0.6209769876289447	0.00015577669623802052	0.0013532488155897223
CARM1	3465.3797415613294	1.1146054973913027	0.3226543794857898	0.0001557472769381897	0.0013532488155897223
TP73	126.21981757789784	2.4723130963442626	0.8160032297450444	0.00015614356111584102	0.0013557252621765662
C7orf31	316.73256479972355	-1.8117746355107633	0.5658031147532343	0.00015694252477697082	0.0013619488733917758
FOXA2	1251.4586263599629	1.9278830993323146	0.6092224647119273	0.0001572721164283482	0.0013640948873887345
DIXDC1	834.8856926584992	-1.739407082188026	0.5420010576710036	0.00015800417590437912	0.001369011612971816
ANAPC11	4208.492533205014	1.8759904860473315	0.5900488557335216	0.00015793885270270846	0.001369011612971816
XXbac-BPG181B23.7	56.900614583272755	-2.0371611985555305	0.642421062163545	0.00015857914841557052	0.001373275540746124
RP11-138A9.2	26.01442136584511	1.816243436995336	0.5737089663849192	0.00015932601304298423	0.001379022802186665
SPC24	355.18107913152744	1.590987899026709	0.48777977019824825	0.00016054119950811065	0.0013888154393773143
NMRAL1	1804.2342910348511	1.6345650007191286	0.5020961167198171	0.00016083309362307182	0.0013906147766314112
YAE1D1	532.8642444887308	1.1101687943770366	0.32170278229817434	0.00016091738216869413	0.0013906181488248725
STK17B	2168.5027433364044	-1.6583525924265115	0.5143333449366836	0.00016119936156116558	0.0013923290348495673
BCL2L2	1753.9359218947243	-1.1450915312216976	0.33787217665411323	0.000161296136503183	0.0013924393034063845
HOXB8	504.65480444283827	2.2030012191360098	0.7154917128745182	0.00016165236822972536	0.001394788132955595
ZNF593	186.71174384856786	1.6012697376012683	0.49455318441427193	0.00016175080265935576	0.0013949113184593246
SLC12A2	12929.208174032914	1.4774232868583317	0.4455503765304887	0.0001620805624918173	0.0013970282492469432
RP11-1260E13.2	24.78803200290399	-1.5962171609397793	0.49406780062362493	0.0001631463093753929	0.001404753287219292
ME2	2274.2169828428164	-1.1908190502948186	0.35403203257940513	0.00016330561461991292	0.0014053948921729266
GLS2	12.600390860520491	2.0215749786629407	0.6381602593424568	0.00016386046271655406	0.001409438074482036
RBCK1	6226.820544825649	1.3777979926766746	0.4124636769575438	0.00016414513450388224	0.0014108222998344996
RP11-81A22.4	54.49649463637129	-1.7821247403991523	0.5694615503276164	0.0001641916269309653	0.0014108222998344996
HSD17B7	324.5886029653721	1.2632149589550645	0.37464268687605545	0.00016447161306635272	0.0014124958479662158
GALNT12	2526.0394239043103	-1.120382528337485	0.3264889967506259	0.0001653875391716037	0.0014196263396008967
ASMTL-AS1	67.97005939096175	1.5792737864458486	0.48834367364779996	0.00016579462612540636	0.0014223840207187423
NOL6	2096.190868612132	1.2369449557635346	0.36486567007244736	0.0001663919133258023	0.0014239994279565587
RPL10AP2	55.02724607627801	2.669483660219554	0.9048043357794266	0.00016620665519358958	0.0014239994279565587
KCNQ1	5658.938707860704	1.4265572983123074	0.42789685273849926	0.00016649741326266607	0.0014239994279565587
RANGAP1	3811.1793820406906	1.0448229253019714	0.30069878075390327	0.0001661571863016101	0.0014239994279565587
LINC00894	39.225300715425035	1.4679503752414442	0.44576244969099177	0.00016644568060516073	0.0014239994279565587
GPCPD1	1894.1688435688948	1.158871565680728	0.3397430946964269	0.00016662267022313237	0.001424327364078607
PDE8A	1814.8913233761077	-1.1321794312507525	0.3325667129970001	0.00016671392517659324	0.001424372840104141
CD302	198.9486557473199	-1.6709487407883634	0.5162336146940119	0.00016697092523916123	0.0014250994262817185
ADRB2	56.87407030982418	-1.5599118955909481	0.47720972914576626	0.00016693357208189525	0.0014250994262817185
HTRA3	1689.6845415770147	1.4084482742659892	0.4250558650604038	0.00016736316782470416	0.0014277120466775455
SRL	38.49994675573536	-1.4303352746529532	0.4306790054034292	0.0001676786875486319	0.0014289327743540227
NAT10	2729.6441486270005	1.3970846201615288	0.41816233496393507	0.00016763034562961997	0.0014289327743540227
TPM2	16659.856004649333	-2.2579134215704117	0.7641105134484766	0.0001679313612814662	0.001430350623453393
BDH2	663.1161344453855	-1.713277753853095	0.5358865067491998	0.0001683494144233588	0.0014331749070709667
FANCA	482.85138039556574	1.2258863425412825	0.362224736215482	0.00016882765361251432	0.0014365083976526822
THAP7-AS1	38.974373621706874	-1.6424901307292654	0.4991745001802356	0.0001695394773867927	0.0014413685605748645
AOC1	23257.58049225727	-1.507676322646481	0.4626594046561902	0.00016965648285952083	0.0014413685605748645
SLC1A5	9118.640627038578	1.7394986991820127	0.5454843933384295	0.00016965973222814843	0.0014413685605748645
TSSC1	1230.7522737660552	1.3336835952235102	0.3981730192637338	0.0001697920978792141	0.0014417541098094128
RPS7P1	418.66395893163866	2.18386385162318	0.7115780975369885	0.00017035130622780975	0.001445761853930336
FOXA1	838.2434920644607	-1.2883875501385424	0.3844072528320978	0.00017048225881754008	0.0014461327737465336
ANXA3	1824.1114359911062	1.6702416739297077	0.5188228674307769	0.00017125114915160893	0.0014519119167201626
PDE1C	118.13024221183898	-1.5863657884971862	0.492939433172112	0.00017227253740480334	0.0014590788489957157
HRASLS2	337.29111440290706	-2.4521669118488063	0.82473316163337	0.00017291859336880774	0.001462373955824637
ADH1B	2274.301081788182	-2.5733384241670727	0.8711426371307562	0.0001734422355391694	0.0014659893187464216
FKBP5	2517.157825424599	-1.14638232797107	0.3367450110547162	0.0001739636766165039	0.001469647268052269
RNASEL	593.7942079985394	-1.1912890974301376	0.3512589376418836	0.00017456277163586945	0.0014739571777200896
MEIS3P1	95.64690638575323	-1.4767514039005905	0.44616520306734975	0.00017573373461168146	0.0014830889262671182
LRRC8E	14.635332503009488	2.3456740429811647	0.7607900384525347	0.00017587221053906623	0.0014835022339363983
TPT1P4	60.31903709452589	2.484505333089418	0.8397165255600322	0.00017763386540292923	0.0014961115946842108
ARHGEF39	329.7927987883361	1.2023622717152347	0.35538992708899775	0.00017763786535979046	0.0014961115946842108
PELI2	564.8902880571027	-1.6839948505534048	0.5286659148219608	0.00018021272369244266	0.0015170268639930103
RHCG	41.31209110029981	2.149605384162091	0.7031431711364158	0.00018053046316416702	0.0015173896688367486
HSD17B11	6519.768500925742	-1.6653640100023575	0.5273387483863082	0.00018050474548147744	0.0015173896688367486
RNF185	1127.2790050238436	-1.0558713717346309	0.30708977786128366	0.00018040012283314504	0.0015173896688367486
TYRO3	324.55122458677073	1.656779267466694	0.5179729294941737	0.00018111441158211048	0.0015215262909140806
TOMM5	1057.8604112894595	1.5498794338562385	0.47727595032670594	0.00018128336629242702	0.001522174162257841
SNORA73B	19.3627266133604	2.2680973310684194	0.765734379272956	0.0001821107134038729	0.0015283468732502246
GRHL1	92.5932165736548	2.0056260826542593	0.6461061730195349	0.00018252386736637003	0.001531039019027117
VDR	5801.4326631696595	-1.0482119272021575	0.3054168365391249	0.0001828541408127489	0.0015329661034581244
MEIS1	609.8948390160907	-1.7339939638959028	0.5496682727177156	0.00018293857934480664	0.0015329661034581244
NDUFA6-AS1	50.38142204772091	-1.6683789823675592	0.5135585341113116	0.0001841810904279725	0.001542598066621346
C6orf136	1171.1131264152195	-1.0267743736136017	0.30057190786863297	0.00018483005643776693	0.001547251608816155
TUBA4A	5482.67028472371	1.6014810711711882	0.49678200959259244	0.00018515854521433987	0.0015492190241936815
AC004967.7	69.50094189232722	1.1301584672474696	0.3364306136213573	0.00018628028286555806	0.0015570326215313289
FXYD6	1166.683466718159	-2.012431253847	0.6564090340268923	0.00018698171461576664	0.0015613208663759859
TOMM40	3249.171136665664	1.2246677458021002	0.36203156393251984	0.00018696374751086455	0.0015613208663759859
FBXO27	36.313868912916774	-2.042583219114848	0.6504105613809564	0.0001874650821195706	0.0015630110559678985
ASXL1	2430.0940167046365	1.0450791714953465	0.3035286578019064	0.00018746702740658714	0.0015630110559678985
MYCT1	141.2052216759229	-1.4656562615708295	0.44601366475099563	0.0001891329048268746	0.001576107540223955
RAVER2	1883.9719993421077	-1.266745470445112	0.380955286769747	0.00019098538092163857	0.0015891479361326102
RPL10AP6	155.5772610122751	2.1486620514341395	0.7097026572157894	0.00019130017782818598	0.0015894126365906187
PIGU	1449.8167687587284	1.105297263986864	0.3235202632673179	0.00019122767467689332	0.0015894126365906187
PAFAH2	1478.7407237332384	-1.1805965150189457	0.3513483131065224	0.00019130486938149528	0.0015894126365906187
CPM	1531.7246821812096	-1.9540126428087858	0.6342378515803235	0.0001914796215815577	0.0015900674988548692
RPL13AP3	76.47901742817541	3.28236405142888	1.1673250126045007	0.00019207228943951538	0.0015941903843064433
AKAP9	2606.1267572483443	-1.52916107755157	0.47675002230883945	0.0001925652937044642	0.001596683213182338
RP11-390E23.6	252.77265388485424	-1.4712590192215167	0.45132353249530605	0.00019279019235119888	0.0015977487191105606
GPR55	52.85869079215107	-2.4630120574829717	0.8563114769979953	0.0001930242515779553	0.0015988890404320885
PVR	1958.2935438670556	1.1020549313175967	0.3239881023225584	0.00019395769395175335	0.0016058185700551007
CNNM2	1162.8440709176014	-1.2815994632918113	0.3887588099885307	0.00019460141753029937	0.00161034373218408
DCN	12714.639678226356	-1.4310065793920113	0.4406394930863125	0.00019535232797503698	0.0016157509162605978
IFT140	1023.9497101765928	1.2000370059649212	0.3584577207779375	0.0001961704729398553	0.001621708523181098
TMC6	2487.9584054758416	1.287745795408026	0.3860581128613909	0.00019705042139500092	0.0016281708547468297
C9orf163	15.0875148929601	1.984850070248907	0.6435992794743687	0.0001974558773771347	0.0016307081053941244
CCDC25	1155.923600018721	-1.4984167671523902	0.46487137342604257	0.00019777474301073758	0.0016325280704198083
PYGO1	92.5530152290289	-2.18736761283065	0.7137889387699216	0.00019841924259968903	0.001636218381139227
TEP1	1895.488683300942	-1.2042336070587254	0.36419748905190336	0.00019833160335157491	0.001636218381139227
TP53TG1	496.57224694654957	-1.0746181324185036	0.3169946065287283	0.00020042050728142765	0.001651899506807391
RP4-639F20.1	134.80899571148962	-1.3156570465908508	0.3963530341242529	0.00020107249765769617	0.0016564496265786847
RPS23P8	87.22229260332051	1.9685333041374466	0.6432214530459713	0.00020132057859021757	0.0016576694436824919
CLIC5	4819.8831214422735	-1.4970060649115235	0.46549517913597543	0.00020196762210016367	0.0016621714678799469
PPRC1	1411.7990142975154	1.0192726366893226	0.296912008807923	0.00020231071328052897	0.0016633432899924442
CTD-2231E14.2	41.96190566668531	1.3978528609615455	0.43174920522016597	0.00020222416603788733	0.0016633432899924442
CAPG	5430.1010843617605	1.37300289257724	0.41762085617812544	0.0002030394749862967	0.0016676805242308564
ADAMTS14	231.18935698815974	1.2331844290187295	0.3703513098940231	0.00020298117400346073	0.0016676805242308564
KIF4A	717.0343963149537	1.2139024439493646	0.36258825209209966	0.00020433491267715474	0.0016766589988236832
IQGAP2	2613.737641651818	-1.573926381937869	0.4961018752693665	0.0002043071796285483	0.0016766589988236832
RP3-424M6.4	112.85235091404766	2.432525527687433	0.8297570509204336	0.0002045019324756853	0.001677199174064564
CHIT1	44.83870042888201	2.3141499865782627	0.7770764079545773	0.00020473839216025763	0.0016783080366252572
CHI3L1	657.5939828642905	3.104616975280537	1.093205714441326	0.0002060671173212298	0.0016875308644265729
NPRL3	1829.8528530630288	1.3881920836595993	0.42420751275607754	0.00020603559975440247	0.0016875308644265729
ARHGAP33	226.08380221032183	1.414973374393267	0.4368852350161812	0.0002063281131637772	0.0016888338151553617
CTD-2583A14.11	99.406076083782	1.0308196427136496	0.3021535103203536	0.00020751418564137036	0.0016968661208710972
MFI2-AS1	64.77377674039566	1.8371476204301334	0.6019561896885005	0.0002077685817329411	0.0016981086007019225
DFFB	420.699151932417	1.0064987760849855	0.2947944643749744	0.00020812854625180214	0.0017002122494448597
TESK2	448.1936785293105	-1.1602329898435981	0.34763149918971914	0.00020909734622160224	0.0017064443690906238
ZNF568	77.53642251768362	-1.7196841822824647	0.5458607080816079	0.00020909178290307937	0.0017064443690906238
GPD1L	3059.1561931116557	-1.0711695374169568	0.31597615337879087	0.0002094191419235073	0.0017073892166168882
FAM117A	439.9888467693519	-1.0541084805055385	0.3109907579743075	0.00020961284521060864	0.0017081282740245027
RRP12	1551.1524098487373	1.2058636711184774	0.35980012070374345	0.0002098431532819868	0.0017091647497046343
AGR3	1873.3903442369453	-2.3176403370870338	0.783886256145115	0.00021092280858908287	0.001717114711377234
EEF1A2	119.75846565270027	-1.735421405614124	0.5633173278453213	0.00021162719034496826	0.0017220032793165679
NTSR1	182.0912400019017	-2.9905743975064145	1.0526235664574712	0.00021359854354473278	0.0017371912950215633
TMEM9	3079.083988107331	1.7133280926998569	0.5456913899712161	0.0002137188386471702	0.0017373171900818276
HIF3A	211.85062763615008	-2.1980738683058876	0.756005025678232	0.00021556887321886006	0.001751497094903238
PTGES2-AS1	12.418139325506061	1.9279026550228058	0.6321166485707812	0.00021773731420666724	0.0017673829495472623
GSS	3997.3214041245083	1.0595112682580177	0.3129059986531689	0.00021834560336095793	0.0017714529494409581
KCNQ1OT1	106.49981260458861	1.3779645625394537	0.4257669421914747	0.000221725646104133	0.0017979953934324875
ADCY3	1275.0693194370365	1.2003167580125005	0.3593467118951879	0.00022185857729570437	0.0017981936032646945
ERCC6L	137.05003840385413	1.4039539778887682	0.43411340382186264	0.00022210988264151772	0.0017993505888480724
CLIP4	275.64653283003975	-2.1257024320599096	0.7060453184306815	0.00022252200429156494	0.0018018086082719534
KCNJ15	23.490015759762578	2.3855394600230038	0.8012928907576188	0.00022410695264093677	0.001812871029782102
SNCA	109.51524449390828	-1.9181392555705565	0.6226430293129576	0.0002247323693244966	0.001817043425148064
MRPS12	2127.6262042902877	1.4782120547053967	0.4612781604643327	0.00022558784774623613	0.0018230709782515182
E2F5	321.18034726126336	1.310526665329133	0.4001811013188876	0.00022579570727509116	0.0018238615244077173
C20orf24	1963.1029286272376	1.855243643584228	0.6047463610532183	0.0002270046141601522	0.0018327333072111654
SPNS2	1611.6786718975234	1.415346382760559	0.4397597086270558	0.0002291252551576379	0.0018476356917009923
CCDC137	1012.0910154342803	1.0128102326092683	0.2983998994782098	0.00022918485563422266	0.0018476356917009923
AMOTL1	1318.745308105316	-1.9751176577779441	0.6545750529048219	0.00022962320514481648	0.0018502696282330254
LRRC61	878.5699401979049	1.3705635106026484	0.42309711830149876	0.0002299852180480401	0.0018522861949204392
PPM1G	5494.488531828494	1.0648167739402128	0.3128551813182613	0.00023031201852534466	0.001854017341941519
TSPYL5	245.14872278438241	-1.6602159091689166	0.5312525147189284	0.00023055802391611178	0.0018550967215580354
CORO2A	2974.813846747665	-1.3165776484016292	0.41069627641098033	0.0002323438048724302	0.001867652068749045
RP11-74E22.3	20.63158031747253	-1.4542857229591077	0.4539422708706837	0.00023363595408343795	0.001877128424107118
ARHGAP39	693.8178089627955	1.2447696091478906	0.3792082677423485	0.00023419141527530866	0.0018806796066803493
PSEN1	3893.7985599061863	-1.0547654783730034	0.3171649723870263	0.0002345003171960701	0.0018813372495280066
S100A3	34.63899133044438	1.4822257184968033	0.4723157569379276	0.0002344147552145839	0.0018813372495280066
PASK	499.2018470297551	1.436496629337119	0.4478358390793336	0.00023496378775294296	0.00188414358103775
GPSM2	1764.4222489054546	1.4682138628877985	0.4578615554638498	0.00023533210395390567	0.0018852728965857836
SOS2	1626.2228332386733	-1.4643747885617713	0.4624690047872438	0.00023525648650425535	0.0018852728965857836
SMPD1	2261.930507373098	-1.2580690129715932	0.3862341172032404	0.00023629448496906495	0.001891298825003656
ADAMTSL1	367.21502291662875	-1.618358814640637	0.5174733692712652	0.00023631251080437834	0.001891298825003656
GALNT15	222.39818349413403	-1.9848159706741995	0.6553834882444828	0.00023667756675908416	0.0018933063074477894
LRFN1	43.18372005555845	-1.7190915247779883	0.5598956395385477	0.00023788084332435343	0.0019020139788235206
C1QTNF2	95.61261861769684	-1.0936112447288922	0.3309206573361989	0.0002381463253006123	0.0019030996016281769
LXN	734.0842272052248	-1.28277262800407	0.39403538251192666	0.0002384521661914458	0.0019038269049244769
GRIK5	156.45338495320962	-2.465260830491611	0.8709239524123288	0.00024094633318950744	0.0019228143825787607
ZIK1	53.37031872354601	-1.376854630977288	0.42885026667212717	0.00024152167040710997	0.0019264781939354416
NKRF	325.6696784142795	1.0034523132237083	0.2958468139060894	0.00024251552372878883	0.0019333684984173545
SUSD6	3720.031720651724	-1.2220509337582963	0.3781242734243839	0.00024261879195825624	0.0019333684984173545
C2CD4D	82.79797241537436	1.989411750413227	0.6672531907510031	0.000242905218231269	0.001933791542835391
BCAR3	1161.507267643319	-1.2088385074754517	0.3691817506822984	0.00024282434909130588	0.001933791542835391
MYDGF	5439.484013897196	1.611287773925703	0.5149056925047281	0.00024385926421302458	0.0019404547788434386
RP1-239B22.5	388.27000070883145	1.291060999089149	0.3961503777541661	0.00024610581636140544	0.0019573915096882414
TFR2	89.64495837837484	2.4975906577729496	0.8749600859837159	0.0002468236847577246	0.0019612188757714695
RELT	255.82924975107534	1.4700815700503356	0.4647987392270169	0.00024802460570743517	0.001969816885290243
ARHGAP10	423.78820557668394	-1.6498134118528331	0.5343695193106796	0.00024941426646161964	0.0019780300992375656
COLGALT2	66.80392533331313	-2.258894158295713	0.7614448701383928	0.0002493265424224942	0.0019780300992375656
NEU4	1197.1056639317096	-2.050163265989947	0.6939884788786405	0.00024941676666102636	0.0019780300992375656
MPDZ	402.3626303525313	-1.8290740787945048	0.6005950257764557	0.00024986404773928006	0.0019806296467138056
TLR3	797.1557488684845	-1.8208628304048693	0.5988743666665032	0.0002504076118640995	0.0019827026305200045
GPR19	19.46116005747082	1.2936038715887999	0.3972363502053867	0.0002504844228240657	0.0019827026305200045
SMTNL2	40.992687743105314	1.9082813977648452	0.6307386241815931	0.0002509774887572372	0.0019856572201199076
FIGN	44.982392916135424	-1.8526352988503878	0.5972451160403761	0.0002519938109632139	0.001992746859119881
EYA2	385.9293722027703	-2.435559743305646	0.8522569203487261	0.0002522396287611662	0.0019937395549434094
IRAK1	7954.375631557105	1.2420985349728604	0.3780943445481717	0.0002527394647162577	0.0019967381447435514
AC005785.2	45.17503882970816	2.4756535444695174	0.8764386764525699	0.0002537639276312965	0.002003876655783106
RP5-1148A21.3	64.67558715226053	-1.8290011635182728	0.5900378021097551	0.00025395698046974923	0.002004446167279092
PSD	1004.9066671670731	-2.473471975857566	0.8696037523003094	0.0002553604201066967	0.0020145639996518314
RHPN1-AS1	30.826307132466045	2.024749195316456	0.6725505433260832	0.0002557895699222319	0.0020169895915608913
GAD1	33.615921244690654	4.481680528745117	1.7363675610646865	0.0002561550662529672	0.002016992980115407
RFC2	919.5370258836174	1.052140905049188	0.31501367188928875	0.00025599872202031106	0.002016992980115407
MAP1B	817.8384620843635	-1.7625344559198046	0.5773462539251619	0.0002578781175773244	0.002028734551139739
NLGN3	67.56567077065078	-1.2782660848229066	0.396426759865158	0.0002578910225792718	0.002028734551139739
ZNF579	582.520731727214	1.7585251171331717	0.5752696864688295	0.00026037236394641666	0.002047282700385131
CKMT2	315.51844981229857	2.593520868449732	0.912621013588723	0.0002605844442532202	0.0020479787403969297
C1orf35	833.1343949397785	1.555057720757062	0.4974289867716061	0.00026154077681391397	0.0020545205571993476
URAHP	13.812236882655396	1.5619181898265169	0.4968459711496799	0.0002624293632713594	0.002060524252118798
TMEM163	48.78438678174386	1.7318823735179003	0.5742096240739327	0.0002631060114152445	0.0020638817506898615
RP11-1069G10.1	76.1129272357865	-2.1872306236218235	0.7374441247525781	0.0002629891330532327	0.0020638817506898615
C2orf48	14.75426143977382	2.24738604320012	0.7638873638008566	0.00026341922415250616	0.0020653612300509886
ATP13A2	3800.8294593045453	1.0254419402634718	0.30553152210519685	0.0002636239845484889	0.00206598938245447
DDT	683.3381588913338	-1.7281428828298386	0.565666475840788	0.0002645966895112133	0.0020726323859396787
CLEC1A	46.6522352546069	-1.1861437043191685	0.36102011506487763	0.00026478181218165636	0.0020731027571615278
UBE2QL1	117.05983540260851	-1.7415232730004218	0.576010696453263	0.0002666677000243472	0.0020868824966494594
KRT8P36	539.3202258790869	4.120885901774635	1.5926119820509252	0.0002668282597669722	0.002087153565661899
C16orf91	639.3587567366969	1.1968594044149612	0.36716229204910533	0.00026711717526723506	0.00208754651507383
HNRNPA1P48	228.9779525023908	2.1026277686244184	0.7168439756139587	0.00026731591575201297	0.00208754651507383
RP11-502I4.3	46.77719669844454	-1.7036553865224622	0.5479945597930558	0.00026738227761699795	0.00208754651507383
TMEM97	1305.4215086422903	1.168887619970091	0.35630212014131213	0.00026737843758044147	0.00208754651507383
ITGA7	1261.28238364537	-1.7917441184824057	0.5931005683847431	0.0002677792367322092	0.0020887968913235206
RCBTB1	684.1460479774405	1.225303808415993	0.3766788977141705	0.0002677944732466052	0.0020887968913235206
CTB-79E8.3	62.46678222993837	2.497337430592386	0.8852014999609072	0.00026946196135040247	0.002100814679860264
RP11-169K16.8	150.50897371745933	2.0006731882108197	0.6772225035378242	0.00026960495488433334	0.00210094129158807
DSCC1	214.4370327455494	1.6523516908026163	0.5347599784857435	0.0002705362302773603	0.0021072077146838566
GSTP1	19072.548368880416	1.5951825390403507	0.5110133113230131	0.0002712921039548687	0.002112102688140887
AP000892.6	368.52922020104324	-2.2200594273016727	0.7639778893332705	0.0002720503361735872	0.0021170114188155905
ZNF429	126.98342875518846	-1.359603275292315	0.4237982450472052	0.0002753415080464377	0.00214061233389761
C4BPB	175.62715199817376	1.9018768540286315	0.6373191561747543	0.000275801918658785	0.0021431864987198133
NTN4	804.0682201827952	-1.056841305674368	0.32096155410499533	0.00027667134339832717	0.002148935106292068
SVIL	7071.874337180758	-1.926532790822742	0.6523797409776118	0.000277485872691641	0.0021536380826500954
SCML1	521.9845565278376	1.087700127013859	0.32956679392106986	0.00027753670856956884	0.0021536380826500954
SHROOM4	463.50025374013427	1.515076878600797	0.48490749619043233	0.0002784466404278323	0.0021566603107903365
EXOSC8	734.6532175377579	1.1349759803555366	0.3453375769288725	0.00027837771615051347	0.0021566603107903365
ARFGAP1	4066.3579251558463	1.540561998271233	0.4922481800272605	0.0002783729670151128	0.0021566603107903365
PTEN	2460.3471270851014	-1.116839909654328	0.34397436727463654	0.00027938067224557087	0.002162883999285538
RPS3AP47	81.47277075315645	2.4479835488827923	0.8688132903272954	0.0002808861347590844	0.0021735236618262484
ITIH5	1870.3859177025056	-1.470060108585215	0.47456125587616577	0.00028115554929107546	0.0021745932008864093
BARX2	549.4205558897684	-2.4044778423145536	0.8532483678377248	0.00028221299932809776	0.0021807368129898464
LPP-AS2	68.20560809624122	-1.026306250229914	0.3059245006309888	0.0002823575105186053	0.002180836783245985
CHAF1A	1199.4893801364137	1.4078648716440993	0.4443210837009761	0.00028340736923407404	0.0021879260107381354
SLC16A7	122.10035538364004	-1.5152612865676969	0.48639173027831306	0.00028362932978576546	0.002188620177466975
ZNF880	112.98618109941306	-1.4977254026699185	0.4817433579706436	0.0002855745658987104	0.0022005571500563112
EPB41L4B	5665.470354502283	-1.3965651358238729	0.44403382882793885	0.0002866575038503639	0.0022078755233827982
RPS6KA5	529.5388229649664	-1.7427176432362728	0.5754380284149266	0.00028776293443912357	0.002215360259325812
RP11-30P6.6	295.5588388261827	-1.313983118377447	0.41141939544765943	0.00028806202146496214	0.0022166332431670134
TUB	150.28503365766414	-1.7869974929337016	0.5894089315315261	0.000288661629526914	0.002220216477683805
RP11-565F19.2	18.880180786533103	-1.5004245073506268	0.4779316243200983	0.00029093079657969425	0.0022366317037608684
ADRM1	6096.116269169383	1.5008742146698622	0.4835543424635867	0.00029128246619070114	0.002238297115025902
MT-TP	1709.1465764618138	-1.8069470856796104	0.6039931173581462	0.00029194086635475543	0.0022423168951946574
AKAP12	2396.093696490806	-2.323311488379106	0.8175277932341788	0.00029208478203627354	0.0022423831691761155
SAAL1	491.268388370075	1.0455914441154461	0.31681497729056257	0.00029334130016600096	0.002248904741096885
U91328.19	147.25948064633855	-1.6432786452550725	0.5479074636301707	0.00029352729037415085	0.002249290262575844
GABARAP	1236.233734096938	-2.0759714579176074	0.7136481313310388	0.000294128368189973	0.0022528547609744925
CNNM4	4873.576470905888	-1.2450484693003292	0.3884824051384322	0.0002947267404596416	0.002256395253172545
NOC2L	3615.3548113964785	1.0567633041691824	0.32025585689258523	0.0002961052880267087	0.0022648570138637273
C16orf54	152.89417193877478	-1.608505291693673	0.5346009644915882	0.0002964023958929657	0.002266083815463979
RP11-727F15.9	16.7227990755412	1.950510428024025	0.6849518019882205	0.00029757581262109873	0.00227295810792383
ZBTB7C	1578.2344535473346	-1.7017884188395436	0.5638660738504294	0.0002978533252931041	0.0022740298787347767
VARS	4723.345353151129	1.3980575504130963	0.44321806485422643	0.0002993794247396024	0.002284628897356772
FAM71E1	87.66389135332243	1.3843169854263868	0.44077440757722275	0.00030045177146826804	0.0022907029034436722
CLEC14A	449.06939407719665	-1.1135154902168771	0.34056593033098265	0.00030088603999701665	0.002292959132391058
POLR2I	1636.8684839854598	2.0071423424279837	0.6850917025696417	0.0003028941985669665	0.0023068216291176726
CES1	676.3728315476483	-1.864203476104634	0.6295112151007408	0.0003029834501712925	0.0023068216291176726
EME2	365.95236633783736	1.231910338399493	0.38439295864467116	0.00030449598588199584	0.0023172731707961805
POLB	455.42468047174236	1.2298013819135376	0.38321238363640436	0.0003057976590773004	0.0023261111515402726
FAM212B	199.56525696495106	-1.2851678125697306	0.40185032000016435	0.00030668195081443126	0.0023317675847473384
ALPK2	19.806820674152377	1.8776180713091313	0.6264895278738893	0.00030722367894300124	0.0023341921501505163
PPP1R3B	881.3357931563946	-1.2391793791047552	0.3868572836936259	0.00030728248999266523	0.0023341921501505163
PTPLAD2	312.156878876174	-1.5365054737657722	0.49827119422692556	0.00030768147527399564	0.0023361522916474932
HYAL2	2408.318072579542	1.363448610845928	0.4325217770384765	0.0003078563744984272	0.0023364099850327062
PGP	1154.493982724941	1.5751097136328538	0.5126354080252916	0.0003085807654226311	0.0023408357834691584
PDGFRA	1620.7443576047415	-1.2890147626655677	0.4060402383522465	0.00030936361794356416	0.0023457008085153593
CLDN5	829.6397639409155	-1.5761644691289238	0.5185851296225789	0.00031060847276475424	0.0023540628422843175
TNFRSF9	71.74033676242362	1.7895409013006505	0.599261852955237	0.00031082189276876096	0.0023546036895074098
NCOA7	2395.557309539641	1.0064030400187363	0.30343960243940066	0.0003117069815797136	0.0023602298856481283
ELOVL4	32.202798972482135	-1.7843851328438063	0.582703097626265	0.0003119573515982277	0.0023607811879228385
ACVR1C	264.85370644131945	-1.9721920804213842	0.6708919789318608	0.0003120646505423191	0.0023607811879228385
LDHD	1675.0167651158138	-1.760967324437536	0.5911380026896931	0.00031276547738156495	0.0023650035527369704
